DAY,RECORD_NUMBER,MEAN_TEMP,HIGH_TEMP,HIGH_TEMP_TIME,LOW_TEMP,LOW_TEMP_TIME,MEAN_TEMP_15,HIGH_TEMP_15,HIGH_TEMP_15_TIME,LOW_TEMP_15,LOW_TEMP_15_TIME,HEAT_DEG_DAYS,COOL_DEG_DAYS,RAIN,AVG_WIND_SPEED,HIGH_WIND_SPEED,HIGH_WIND_SPEED_TIME,DOM_DIR,MEAN_HUMID,HIGH_HUMID,HIGH_HUMID_TIME,LOW_HUMID,LOW_HUMID_TIME,MEAN_BAROM,HIGH_BAROM,HIGH_BAROM_TIME,LOW_BAROM,LOW_BAROM_TIME,MEAN_RADIATION,HIGH_RADIATION,HIGH_UV,GDD
08/02/16,404,"11,20","19,2",16:25:00,"3,4",06:15:00,N/A,N/A,N/A,N/A,N/A,"7,10","0,0","0,0","2,10","24,1",14:15:00,182,"60,15",78,07:00:00,39,12:00:00,"1023,6","1025,0",11:45:00,"1022,4",15:40:00,,,,"1,21"
09/02/16,405,"14,80","19,9",15:50:00,"9,1",06:10:00,N/A,N/A,N/A,N/A,N/A,"3,50","0,0","0,0","7,10","59,5",22:00:00,221,"57,55",78,04:50:00,39,14:55:00,1016,"1023,5",00:05:00,"1010,1",20:35:00,,,,"4,83"
10/02/16,406,"17,50","21,8",15:25:00,"13,9",08:20:00,N/A,N/A,N/A,N/A,N/A,"0,80","0,0","0,0","8,50","46,7",14:45:00,218,"50,53",70,22:55:00,41,04:15:00,"1011,7","1015,1",09:30:00,"1007,9",18:15:00,,,,"7,51"
11/02/16,407,"13,60","19,3",16:45:00,"9,3",22:20:00,N/A,N/A,N/A,N/A,N/A,"4,70","0,0","0,0","4,30","30,6",14:30:00,221,"79,19",95,08:00:00,46,16:25:00,1012,"1014,2",20:50:00,"1009,9",14:05:00,,,,"3,60"
12/02/16,408,"16,90","20,2",16:50:00,"9,3",01:00:00,N/A,N/A,N/A,N/A,N/A,"1,40","0,0","0,0","8,00","53,1",11:45:00,207,"56,92",85,01:05:00,49,15:50:00,1008,"1013,5",00:55:00,"1004,6",19:55:00,,,,"6,89"
13/02/16,409,"18,80","23,3",16:40:00,"14,9",04:45:00,N/A,N/A,N/A,N/A,N/A,"0,00","0,5","0,0","7,10","33,8",18:10:00,215,"59,18",78,04:45:00,41,15:40:00,"1004,6","1006,7",11:30:00,"1000,9",00:00:00,,,,"8,82"
14/02/16,410,"14,30","18,9",01:40:00,"9,5",18:55:00,N/A,N/A,N/A,N/A,N/A,"4,10","0,0","0,2","10,20","57,9",18:15:00,314,"45,82",67,16:45:00,30,10:40:00,"999,3","1001,2",10:20:00,"996,1",15:30:00,,,,"4,25"
15/02/16,411,"9,30","13,2",13:55:00,"5,4",00:00:00,N/A,N/A,N/A,N/A,N/A,"9,10","0,0","0,0","14,10","61,2",00:30:00,328,"45,56",62,07:45:00,37,13:15:00,"1008,9","1019,7",00:00:00,"999,5",00:20:00,,,,"0,00"
16/02/16,412,"6,80","11,6",16:05:00,"3,2",22:40:00,N/A,N/A,N/A,N/A,N/A,"11,50","0,0","0,0","9,90","40,2",03:10:00,333,"41,86",56,19:40:00,25,14:55:00,"1023,4","1026,2",23:30:00,"1019,8",00:05:00,,,,"0,00"
17/02/16,413,"4,40","10,7",16:40:00,"-1,4",08:30:00,N/A,N/A,N/A,N/A,N/A,"13,90","0,0","0,0","2,00","24,1",13:55:00,138,"53,36",79,23:35:00,29,12:40:00,"1021,7","1026,1",00:15:00,"1017,9",17:45:00,,,,"0,00"
18/02/16,414,"6,30","12,8",13:35:00,"1,3",05:25:00,N/A,N/A,N/A,N/A,N/A,"12,00","0,0","0,0","1,10","14,5",14:45:00,46,"70,20",90,00:00:00,46,13:20:00,"1018,8","1023,3",23:25:00,"1016,5",04:20:00,,,,"0,00"
19/02/16,415,"7,50","13,3",13:40:00,"2,6",00:00:00,N/A,N/A,N/A,N/A,N/A,"10,80","0,0","0,0","3,40","24,1",02:40:00,81,"64,12",92,00:25:00,40,12:55:00,"1026,5","1030,4",00:00:00,"1023,2",00:05:00,,,,"0,00"
20/02/16,416,"6,70","15,0",13:45:00,"0,1",06:20:00,N/A,N/A,N/A,N/A,N/A,"11,60","0,0","0,0","2,60","24,1",15:40:00,185,"70,86",92,01:50:00,39,12:15:00,"1032,1","1034,3",11:30:00,"1030,4",00:05:00,,,,"0,00"
21/02/16,417,"8,40","17,9",14:20:00,"0,8",06:05:00,N/A,N/A,N/A,N/A,N/A,"9,90","0,0","0,0","2,10","20,9",14:40:00,203,"63,89",91,00:25:00,21,13:30:00,"1029,5","1033,4",01:45:00,"1025,5",23:40:00,,,,"0,00"
22/02/16,418,"12,10","19,0",15:20:00,"7,7",07:00:00,N/A,N/A,N/A,N/A,N/A,"6,20","0,0","0,0","2,60","17,7",15:00:00,209,"62,37",82,07:00:00,44,16:10:00,"1020,8","1025,6",00:05:00,"1017,8",15:10:00,,,,"2,14"
23/02/16,419,"12,20","18,1",14:30:00,"6,4",23:15:00,N/A,N/A,N/A,N/A,N/A,"6,10","0,0","0,0","3,70","25,7",15:20:00,198,"55,74",75,23:20:00,38,12:15:00,"1023,4","1025,0",10:15:00,"1022,3",17:25:00,,,,"2,24"
24/02/16,420,"10,10","17,7",16:45:00,"4,3",07:35:00,N/A,N/A,N/A,N/A,N/A,"8,20","0,0","0,0","2,30","20,9",14:50:00,223,"72,07",88,22:20:00,47,16:55:00,1018,"1023,7",00:05:00,"1012,7",17:45:00,,,,"0,10"
25/02/16,421,"12,40","17,2",16:10:00,"6,7",01:30:00,N/A,N/A,N/A,N/A,N/A,"5,90","0,0","0,0","4,10","29,0",11:00:00,293,"57,07",84,05:55:00,37,18:25:00,1015,"1017,5",22:30:00,"1012,0",04:00:00,,,,"2,43"
26/02/16,422,"10,40","16,1",15:50:00,"4,2",07:10:00,N/A,N/A,N/A,N/A,N/A,"7,90","0,0","1,0","4,20","33,8",14:30:00,180,"61,46",90,23:55:00,38,14:35:00,"1009,6","1017,1",00:05:00,"997,6",00:00:00,,,,"0,43"
27/02/16,423,"7,10","10,3",00:05:00,"3,9",05:55:00,N/A,N/A,N/A,N/A,N/A,"11,30","0,0","5,4","6,80","54,7",13:05:00,285,"71,50",95,05:25:00,49,16:30:00,992,"997,4",00:05:00,"989,4",08:10:00,,,,"0,00"
28/02/16,424,"9,60","13,7",15:45:00,"4,8",01:45:00,N/A,N/A,N/A,N/A,N/A,"8,80","0,0","0,0","11,40","72,4",23:50:00,349,"59,86",77,01:45:00,48,15:25:00,"1000,9","1007,2",21:40:00,"994,0",00:15:00,,,,"0,00"
29/02/16,425,"10,40","12,8",16:55:00,"8,8",23:50:00,N/A,N/A,N/A,N/A,N/A,"7,90","0,0","0,0","22,10","69,2",09:25:00,329,"50,01",58,05:15:00,40,21:20:00,"1012,9","1021,3",23:35:00,"1006,8",00:15:00,,,,"0,40"
01/03/16,426,"11,60","18,3",15:45:00,"6,9",00:00:00,N/A,N/A,N/A,N/A,N/A,"6,80","0,0","0,0","10,70","48,3",02:45:00,320,"40,34",60,00:00:00,23,15:15:00,"1023,9","1025,7",10:45:00,"1021,3",00:05:00,,,,"1,56"
02/03/16,427,"13,80","22,1",15:25:00,"4,7",05:40:00,N/A,N/A,N/A,N/A,N/A,"4,50","0,0","0,0","5,20","41,8",00:00:00,342,"49,02",70,06:35:00,28,13:30:00,"1020,2","1024,4",00:05:00,"1016,3",18:45:00,,,,"3,79"
03/03/16,428,"12,30","17,3",15:40:00,"6,3",07:20:00,N/A,N/A,N/A,N/A,N/A,"6,00","0,0","0,0","7,20","61,2",00:45:00,346,"46,42",69,07:20:00,28,15:00:00,"1017,5","1019,3",09:25:00,"1015,2",16:25:00,,,,"2,33"
04/03/16,429,"11,90","18,3",15:25:00,"4,1",07:15:00,N/A,N/A,N/A,N/A,N/A,"6,40","0,0","0,0","5,20","37,0",15:30:00,207,"57,55",79,05:40:00,41,11:15:00,"1008,4","1016,6",00:05:00,"1001,2",21:30:00,,,,"1,93"
05/03/16,430,"11,30","15,2",14:40:00,"5,2",00:00:00,N/A,N/A,N/A,N/A,N/A,"7,10","0,0","0,0","8,30","46,7",18:10:00,324,"45,37",72,00:00:00,30,17:00:00,"1006,3","1009,6",21:25:00,"1000,8",00:40:00,,,,"1,27"
06/03/16,431,"9,20","13,5",16:20:00,"4,1",02:40:00,N/A,N/A,N/A,N/A,N/A,"9,20","0,0","0,0","7,40","46,7",15:50:00,337,"47,16",72,00:05:00,30,17:25:00,"1010,7","1012,9",20:40:00,"1008,4",04:00:00,,,,"0,00"
07/03/16,432,"9,00","11,5",15:05:00,"4,4",21:45:00,N/A,N/A,N/A,N/A,N/A,"9,40","0,0","0,0","5,10","46,7",23:25:00,320,"57,37",79,21:45:00,49,01:45:00,"1007,9","1011,3",00:10:00,"1005,5",15:05:00,,,,"0,00"
08/03/16,433,"9,60","13,5",14:30:00,"7,0",06:10:00,N/A,N/A,N/A,N/A,N/A,"8,80","0,0","0,0","13,20","46,7",22:05:00,338,"42,69",53,00:00:00,31,14:30:00,"1016,3","1020,3",23:15:00,"1011,2",00:05:00,,,,"0,00"
09/03/16,434,"8,80","14,8",15:20:00,"2,4",05:50:00,N/A,N/A,N/A,N/A,N/A,"9,50","0,0","0,0","8,70","51,5",19:50:00,339,"58,52",79,05:55:00,48,20:40:00,"1013,6","1019,9",00:05:00,"1008,5",15:40:00,,,,"0,00"
10/03/16,435,"10,30","14,4",16:20:00,"7,3",05:05:00,N/A,N/A,N/A,N/A,N/A,"8,00","0,0","0,0","15,30","61,2",02:20:00,345,"45,84",54,23:15:00,30,16:05:00,"1012,4","1017,6",23:40:00,"1007,9",05:55:00,,,,"0,29"
11/03/16,436,"10,50","15,8",13:35:00,"7,4",20:35:00,N/A,N/A,N/A,N/A,N/A,"7,80","0,0","0,0","8,70","35,4",00:35:00,329,"51,46",67,20:10:00,29,13:00:00,"1018,6","1022,5",23:40:00,"1016,8",04:20:00,,,,"0,53"
12/03/16,437,"8,90","14,2",13:35:00,"4,4",22:35:00,N/A,N/A,N/A,N/A,N/A,"9,40","0,0","0,0","5,30","29,0",14:00:00,244,"58,66",87,23:15:00,36,13:05:00,"1022,1","1023,2",22:00:00,"1020,7",15:45:00,,,,"0,00"
13/03/16,438,"8,90","13,4",13:10:00,"3,4",07:10:00,N/A,N/A,N/A,N/A,N/A,"9,40","0,0","1,6","4,60","29,0",14:15:00,159,"64,42",93,23:50:00,39,10:35:00,"1020,6","1022,8",00:30:00,"1018,3",16:35:00,,,,"0,00"
14/03/16,439,"8,00","9,5",16:15:00,"6,4",07:25:00,N/A,N/A,N/A,N/A,N/A,"10,30","0,0","29,6","4,90","20,9",06:25:00,5,"93,86",97,23:00:00,89,13:05:00,"1019,5","1021,3",23:50:00,"1018,5",04:40:00,,,,"0,00"
15/03/16,440,"8,20","11,7",17:05:00,"3,7",23:45:00,N/A,N/A,N/A,N/A,N/A,"10,10","0,0","10,0","4,20","25,7",13:15:00,12,"91,37",99,03:25:00,72,18:10:00,"1020,2","1021,6",10:40:00,"1018,6",17:10:00,,,,"0,00"
16/03/16,441,"8,10","13,6",12:10:00,"1,4",05:50:00,N/A,N/A,N/A,N/A,N/A,"10,20","0,0","0,2","4,20","49,9",11:30:00,335,"72,39",98,01:00:00,47,10:00:00,"1016,8","1019,7",23:35:00,"1015,5",09:35:00,,,,"0,00"
17/03/16,442,"8,10","12,2",11:05:00,"3,4",04:35:00,N/A,N/A,N/A,N/A,N/A,"10,30","0,0","0,0","2,50","20,9",13:00:00,68,"74,90",89,03:20:00,55,11:05:00,"1020,6","1022,0",22:45:00,"1019,3",01:10:00,,,,"0,00"
18/03/16,443,"9,70","12,6",15:15:00,"7,9",03:15:00,N/A,N/A,N/A,N/A,N/A,"8,60","0,0","0,2","1,70","19,3",15:30:00,164,"85,50",96,23:30:00,75,14:15:00,"1019,3","1021,8",00:05:00,"1017,3",16:45:00,,,,"0,00"
19/03/16,444,"10,80","12,4",12:40:00,"9,6",04:00:00,N/A,N/A,N/A,N/A,N/A,"7,50","0,0","27,6","4,50","33,8",15:35:00,141,"94,88",98,02:45:00,86,12:40:00,"1016,1","1018,7",00:05:00,"1014,5",17:45:00,,,,"0,83"
20/03/16,445,"10,80","14,4",11:30:00,"7,4",00:00:00,N/A,N/A,N/A,N/A,N/A,"7,50","0,0","0,0","2,50","24,1",13:00:00,82,"92,14",100,08:00:00,78,15:25:00,"1015,2","1016,5",22:15:00,"1014,1",17:20:00,,,,"0,83"
21/03/16,446,"10,00","13,6",13:00:00,"6,6",03:35:00,N/A,N/A,N/A,N/A,N/A,"8,30","0,0","0,4","3,20","29,0",14:00:00,48,"90,37",99,01:55:00,74,12:10:00,"1013,8","1016,2",00:05:00,"1011,7",00:00:00,,,,"0,02"
22/03/16,447,"11,90","17,1",14:35:00,"7,3",02:35:00,N/A,N/A,N/A,N/A,N/A,"6,50","0,0","0,0","4,70","27,4",12:25:00,327,"73,70",97,02:55:00,45,15:10:00,"1007,2","1011,6",00:05:00,"1004,9",17:25:00,,,,"1,86"
23/03/16,448,"12,40","17,3",15:55:00,"8,2",05:20:00,N/A,N/A,N/A,N/A,N/A,"6,00","0,0","0,0","14,90","45,1",04:20:00,342,"44,67",57,05:10:00,32,15:35:00,"1005,8","1010,6",23:55:00,"1004,1",04:20:00,,,,"2,37"
24/03/16,449,"12,50","18,6",12:30:00,"6,9",00:00:00,N/A,N/A,N/A,N/A,N/A,"5,90","0,0","0,0","9,40","37,0",09:30:00,309,"57,15",92,23:30:00,28,11:50:00,"1015,2","1019,8",23:50:00,"1010,6",00:10:00,,,,"2,47"
25/03/16,450,"13,40","21,9",14:05:00,"4,3",06:15:00,N/A,N/A,N/A,N/A,N/A,"4,90","0,0","0,0","3,50","24,1",14:25:00,198,"54,53",94,03:25:00,21,11:30:00,"1021,3","1023,7",20:35:00,"1019,7",00:05:00,,,,"3,45"
26/03/16,451,"14,60","20,6",12:25:00,"7,4",06:50:00,N/A,N/A,N/A,N/A,N/A,"3,70","0,0","0,0","3,90","25,7",15:10:00,208,"58,74",81,22:20:00,41,11:00:00,"1020,7","1023,5",00:30:00,"1017,7",00:00:00,,,,"4,60"
27/03/16,452,"15,10","19,6",14:25:00,"9,5",23:20:00,N/A,N/A,N/A,N/A,N/A,"3,20","0,0","0,0","4,80","33,8",16:05:00,169,"64,77",88,23:40:00,48,14:35:00,"1017,5","1019,3",12:55:00,"1016,0",06:45:00,,,,"5,14"
28/03/16,453,"12,60","21,0",18:20:00,"7,5",05:00:00,N/A,N/A,N/A,N/A,N/A,"5,70","0,0","0,0","1,20","17,7",22:35:00,216,"71,35",93,05:10:00,41,18:00:00,"1017,8","1019,2",00:00:00,"1016,8",18:20:00,,,,"2,60"
29/03/16,454,"15,10","21,7",17:30:00,"8,3",07:45:00,N/A,N/A,N/A,N/A,N/A,"3,30","0,0","0,0","3,40","27,4",14:45:00,139,"62,73",85,07:50:00,38,15:20:00,"1017,7","1019,2",00:05:00,"1016,4",18:00:00,,,,"5,08"
30/03/16,455,"13,60","22,2",16:00:00,"7,3",07:50:00,N/A,N/A,N/A,N/A,N/A,"4,70","0,0","0,0","2,90","20,9",16:50:00,233,"75,81",90,07:15:00,44,16:00:00,"1015,3","1017,8",00:15:00,"1012,3",00:00:00,,,,"3,59"
31/03/16,456,"13,40","20,9",15:10:00,"8,5",06:55:00,N/A,N/A,N/A,N/A,N/A,"4,90","0,0","0,0","9,10","59,5",23:40:00,327,"64,94",97,04:00:00,21,13:25:00,"1009,8","1014,0",23:45:00,"1007,0",06:25:00,,,,"3,43"
01/04/16,457,"10,80","15,4",14:45:00,"7,2",23:30:00,N/A,N/A,N/A,N/A,N/A,"7,60","0,0","0,0","9,50","49,9",00:50:00,337,"57,83",87,23:35:00,37,14:40:00,1015,"1015,8",11:25:00,"1014,0",00:05:00,,,,"0,78"
02/04/16,458,"10,50","16,9",13:50:00,"3,4",07:40:00,N/A,N/A,N/A,N/A,N/A,"7,90","0,0","0,0","4,30","30,6",14:50:00,169,"70,39",92,03:15:00,41,12:40:00,"1014,2","1015,7",23:40:00,"1012,7",16:45:00,,,,"0,46"
03/04/16,459,"11,40","17,2",14:10:00,"5,2",06:15:00,N/A,N/A,N/A,N/A,N/A,"7,00","0,0","0,0","4,10","32,2",16:15:00,177,"81,26",95,08:50:00,58,14:15:00,"1013,8","1015,8",00:05:00,"1012,0",18:45:00,,,,"1,37"
04/04/16,460,"12,50","15,6",13:20:00,"10,2",00:05:00,N/A,N/A,N/A,N/A,N/A,"5,80","0,0","10,2","4,20","27,4",22:55:00,180,"87,57",97,08:25:00,68,13:15:00,1009,"1013,9",00:05:00,"1002,8",00:00:00,,,,"2,51"
05/04/16,461,"11,80","13,9",14:40:00,"10,5",08:25:00,N/A,N/A,N/A,N/A,N/A,"6,50","0,0","24,0","7,60","37,0",14:40:00,17,"88,74",99,06:35:00,70,14:40:00,"1005,5","1014,3",00:00:00,"1000,6",06:05:00,,,,"1,81"
06/04/16,462,"14,20","20,7",14:40:00,"10,0",02:40:00,N/A,N/A,N/A,N/A,N/A,"4,10","0,0","1,2","6,20","29,0",06:15:00,310,"73,41",98,00:05:00,48,14:20:00,"1014,6","1016,2",23:40:00,"1013,2",06:10:00,,,,"4,24"
07/04/16,463,"14,50","19,3",14:05:00,"10,2",22:45:00,N/A,N/A,N/A,N/A,N/A,"3,80","0,0","0,0","7,50","37,0",23:40:00,288,"57,03",88,22:45:00,44,13:35:00,"1014,7","1016,3",00:10:00,"1012,5",18:25:00,,,,"4,53"
08/04/16,464,"12,20","15,4",16:35:00,"9,6",08:15:00,N/A,N/A,N/A,N/A,N/A,"6,10","0,0","0,0","14,70","54,7",16:00:00,348,"43,11",58,00:05:00,30,16:00:00,"1013,6","1015,2",22:30:00,"1012,4",16:55:00,,,,"2,24"
09/04/16,465,"12,90","19,3",16:25:00,"6,6",08:05:00,N/A,N/A,N/A,N/A,N/A,"5,40","0,0","0,0","4,70","30,6",17:45:00,177,"51,60",76,00:00:00,36,13:00:00,"1012,5","1015,2",01:25:00,"1010,6",17:20:00,,,,"2,90"
10/04/16,466,"12,40","19,3",13:10:00,"5,6",08:05:00,N/A,N/A,N/A,N/A,N/A,"5,90","0,0","0,0","4,30","32,2",16:05:00,177,"75,23",94,23:30:00,47,13:45:00,"1008,7","1011,8",00:10:00,"1006,6",17:05:00,,,,"2,39"
11/04/16,467,"13,60","19,6",15:25:00,"8,9",03:50:00,N/A,N/A,N/A,N/A,N/A,"4,70","0,0","0,0","6,70","37,0",17:50:00,187,"68,30",97,01:45:00,31,13:15:00,"1010,8","1013,8",23:30:00,"1007,9",00:05:00,,,,"3,59"
12/04/16,468,"14,10","20,3",15:30:00,"7,9",07:10:00,N/A,N/A,N/A,N/A,N/A,"4,20","0,0","0,0","6,20","37,0",17:40:00,178,"72,40",95,03:15:00,41,11:55:00,"1012,8","1014,1",01:30:00,"1011,0",17:35:00,,,,"4,14"
13/04/16,469,"16,60","23,3",17:30:00,"9,2",05:30:00,N/A,N/A,N/A,N/A,N/A,"1,70","0,0","0,0","4,40","40,2",13:25:00,218,"50,98",87,04:45:00,23,18:20:00,"1013,4","1017,1",23:50:00,"1011,3",05:25:00,,,,"6,61"
14/04/16,470,"14,50","21,2",15:30:00,"7,4",06:50:00,N/A,N/A,N/A,N/A,N/A,"3,80","0,0","0,0","5,50","41,8",16:50:00,175,"58,08",82,23:50:00,41,11:10:00,"1015,8","1017,3",00:15:00,"1013,7",17:00:00,,,,"4,50"
15/04/16,471,"15,20","21,8",11:45:00,"9,6",04:20:00,N/A,N/A,N/A,N/A,N/A,"3,10","0,0","0,0","4,00","25,7",13:35:00,206,"69,18",93,09:00:00,45,12:00:00,"1012,5","1015,1",00:15:00,"1009,9",20:10:00,,,,"5,19"
16/04/16,472,"18,30","25,1",14:40:00,"10,2",07:55:00,N/A,N/A,N/A,N/A,N/A,"0,10","0,0","0,0","7,00","37,0",15:10:00,201,"56,23",82,08:00:00,33,16:10:00,"1011,3","1012,8",08:55:00,"1009,8",19:05:00,,,,"8,27"
17/04/16,473,"18,20","24,4",18:25:00,"12,1",06:45:00,N/A,N/A,N/A,N/A,N/A,"0,10","0,0","0,0","4,40","38,6",13:35:00,226,"56,59",86,23:55:00,22,18:25:00,1014,"1017,8",00:00:00,"1012,0",04:30:00,,,,"8,21"
18/04/16,474,"14,00","17,2",17:10:00,"10,4",05:10:00,N/A,N/A,N/A,N/A,N/A,"4,40","0,0","0,0","6,70","27,4",08:15:00,35,"80,16",91,07:10:00,69,17:10:00,"1020,4","1022,9",23:45:00,"1017,9",00:10:00,,,,"3,96"
19/04/16,475,"13,10","15,8",18:15:00,"9,9",07:50:00,N/A,N/A,N/A,N/A,N/A,"5,20","0,0","0,0","5,30","22,5",13:15:00,29,"80,15",94,07:30:00,62,18:20:00,1021,"1023,0",01:15:00,"1018,3",20:25:00,,,,"3,09"
20/04/16,476,"12,80","15,1",14:40:00,"10,2",00:40:00,N/A,N/A,N/A,N/A,N/A,"5,50","0,0","0,8","10,20","35,4",12:30:00,7,"82,50",97,19:50:00,63,02:45:00,"1018,2","1020,4",22:35:00,"1016,6",05:20:00,,,,"2,83"
21/04/16,477,"14,10","20,0",16:55:00,"9,5",07:40:00,N/A,N/A,N/A,N/A,N/A,"4,20","0,0","0,2","3,30","27,4",13:50:00,158,"84,64",99,08:10:00,57,16:10:00,"1020,6","1023,0",23:05:00,"1019,3",03:55:00,,,,"4,11"
22/04/16,478,"13,40","17,3",12:50:00,"10,6",03:20:00,N/A,N/A,N/A,N/A,N/A,"5,00","0,0","3,6","1,40","22,5",16:55:00,54,"88,11",98,00:00:00,71,12:55:00,"1020,6","1022,8",00:30:00,"1018,5",18:35:00,,,,"3,36"
23/04/16,479,"13,80","20,2",15:55:00,"7,3",07:20:00,N/A,N/A,N/A,N/A,N/A,"4,50","0,0","3,4","3,40","29,0",14:25:00,157,"80,63",98,00:35:00,48,15:55:00,1016,"1019,2",00:05:00,"1013,2",16:50:00,,,,"3,84"
24/04/16,480,"15,40","20,8",16:10:00,"9,2",00:00:00,N/A,N/A,N/A,N/A,N/A,"2,90","0,0","0,0","9,00","46,7",11:45:00,334,"55,56",95,00:05:00,32,16:00:00,1015,"1017,0",23:50:00,"1013,5",17:30:00,,,,"5,42"
25/04/16,481,"12,70","16,4",12:35:00,"8,6",23:40:00,N/A,N/A,N/A,N/A,N/A,"5,70","0,0","0,0","7,50","38,6",06:50:00,123,"49,69",85,23:45:00,35,11:00:00,"1017,9","1019,5",11:35:00,"1016,4",19:50:00,,,,"2,68"
26/04/16,482,"13,60","20,4",15:25:00,"5,8",07:20:00,N/A,N/A,N/A,N/A,N/A,"4,70","0,0","0,0","3,50","25,7",13:00:00,153,"70,99",91,06:45:00,39,12:40:00,"1013,9","1016,9",01:10:00,"1011,7",16:50:00,,,,"3,62"
27/04/16,483,"13,40","16,9",12:05:00,"9,4",05:55:00,N/A,N/A,N/A,N/A,N/A,"4,90","0,0","7,6","4,70","22,5",12:45:00,47,"84,20",98,06:35:00,56,11:50:00,"1013,2","1014,2",11:30:00,"1012,1",03:45:00,,,,"3,42"
28/04/16,484,"11,50","12,5",00:05:00,"10,5",23:50:00,N/A,N/A,N/A,N/A,N/A,"6,80","0,0","4,2","6,10","35,4",15:25:00,28,"94,97",98,05:30:00,90,21:55:00,"1015,2","1019,7",23:35:00,"1012,2",04:30:00,,,,"1,51"
29/04/16,485,"11,50","14,8",11:40:00,"7,5",05:05:00,N/A,N/A,N/A,N/A,N/A,"6,80","0,0","0,0","2,90","22,5",17:05:00,151,"87,32",98,03:40:00,69,11:50:00,1020,"1021,1",12:30:00,"1019,0",03:50:00,,,,"1,53"
30/04/16,486,"14,40","19,1",17:35:00,"11,3",00:00:00,N/A,N/A,N/A,N/A,N/A,"3,90","0,0","0,4","10,40","49,9",12:35:00,337,"66,53",97,04:30:00,30,18:00:00,"1019,5","1024,5",23:00:00,"1016,5",07:05:00,,,,"4,39"
01/05/16,487,"13,00","17,4",16:50:00,"9,1",07:20:00,N/A,N/A,N/A,N/A,N/A,"5,40","0,0","0,0","18,30","59,5",03:45:00,338,"35,71",47,04:55:00,24,15:35:00,"1023,7","1025,1",11:15:00,"1022,3",04:45:00,,,,"2,98"
02/05/16,488,"14,10","20,1",17:00:00,"8,0",07:30:00,N/A,N/A,N/A,N/A,N/A,"4,30","0,0","0,0","6,50","37,0",00:45:00,240,"40,31",69,00:00:00,21,12:50:00,"1022,5","1024,7",00:20:00,"1020,5",17:25:00,,,,"4,05"
03/05/16,489,"15,50","22,7",14:40:00,"7,3",05:45:00,N/A,N/A,N/A,N/A,N/A,"2,90","0,0","0,0","4,20","27,4",15:45:00,190,"46,04",73,05:45:00,20,10:20:00,"1022,8","1023,7",11:05:00,"1021,4",19:25:00,,,,"5,47"
04/05/16,490,"14,50","20,7",14:35:00,"7,7",06:35:00,N/A,N/A,N/A,N/A,N/A,"3,80","0,0","0,0","4,90","30,6",15:50:00,189,"65,84",92,07:15:00,39,14:55:00,"1021,9","1023,6",08:45:00,"1019,6",20:20:00,,,,"4,49"
05/05/16,491,"13,90","21,3",12:20:00,"7,4",06:30:00,N/A,N/A,N/A,N/A,N/A,"4,40","0,0","0,2","3,70","27,4",13:50:00,195,"76,22",94,06:45:00,44,11:55:00,"1016,8","1020,5",00:05:00,"1015,2",16:55:00,,,,"3,90"
06/05/16,492,"14,20","17,7",17:10:00,"11,8",23:45:00,N/A,N/A,N/A,N/A,N/A,"4,10","0,0","0,0","5,30","27,4",11:25:00,36,"85,69",93,06:35:00,73,17:15:00,"1014,4","1016,6",01:25:00,"1012,2",19:35:00,,,,"4,22"
07/05/16,493,"13,50","16,8",12:30:00,"10,5",01:30:00,N/A,N/A,N/A,N/A,N/A,"4,90","0,0","0,0","3,90","25,7",16:05:00,42,"89,83",96,07:20:00,80,11:10:00,"1010,6","1013,4",00:05:00,"1009,7",17:50:00,,,,"3,46"
08/05/16,494,"14,00","15,3",18:00:00,"12,4",05:25:00,N/A,N/A,N/A,N/A,N/A,"4,40","0,0","8,2","4,20","24,1",12:00:00,118,"91,97",98,23:05:00,84,00:05:00,"1007,7","1010,5",00:15:00,"1006,2",19:20:00,,,,"3,97"
09/05/16,495,"14,30","19,0",15:15:00,"10,3",00:00:00,N/A,N/A,N/A,N/A,N/A,"4,00","0,0","24,0","2,70","27,4",20:15:00,175,"94,32",99,08:50:00,78,15:25:00,"1007,8","1011,5",00:00:00,"1006,3",03:20:00,,,,"4,35"
10/05/16,496,"12,00","16,0",15:45:00,"8,1",06:40:00,N/A,N/A,N/A,N/A,N/A,"6,30","0,0","4,0","1,30","17,7",14:20:00,13,"92,62",99,00:10:00,73,15:25:00,"1010,7","1012,1",05:35:00,"1008,3",18:35:00,,,,"1,99"
11/05/16,497,"15,00","20,6",12:35:00,"9,9",00:45:00,N/A,N/A,N/A,N/A,N/A,"3,30","0,0","0,4","4,00","32,2",16:10:00,137,"77,40",99,01:30:00,46,16:15:00,1007,"1010,0",00:25:00,"1004,9",19:00:00,,,,"5,03"
12/05/16,498,"15,40","21,8",17:25:00,"10,4",02:10:00,N/A,N/A,N/A,N/A,N/A,"2,90","0,0","0,8","3,30","25,7",14:25:00,140,"72,35",96,07:45:00,43,17:05:00,"1006,6","1008,2",23:35:00,"1005,8",17:20:00,,,,"5,43"
13/05/16,499,"15,00","20,0",17:25:00,"10,6",06:10:00,N/A,N/A,N/A,N/A,N/A,"3,30","0,0","0,4","4,50","24,1",13:05:00,221,"68,41",87,01:00:00,46,11:50:00,"1009,6","1013,2",23:55:00,"1007,5",04:40:00,,,,"5,03"
